url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,dns_status,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,dns_error,validation_status,validation_reason
login-abdm.gov.in,login-abdm.gov.in,abdm.gov.in,National Health Authority (NHA),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uatcensusindia-portal.gov.in,uatcensusindia-portal.gov.in,ana.crsorgi.gov.in,ana crs,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-uatcensusindia.gov.in,auth-uatcensusindia.gov.in,ana.crsorgi.gov.in,ana crs,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uatcensusindia-auth.gov.in,uatcensusindia-auth.gov.in,ana.crsorgi.gov.in,ana crs,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
u1dai.gov.in,u1dai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uldai.gov.in,uldai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uida1.gov.in,uida1.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidal.gov.in,uidal.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-uidai.gov.in,login-uidai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidai-login.gov.in,uidai-login.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-uidai.gov.in,secure-uidai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidai-secure.gov.in,uidai-secure.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-uidai.gov.in,verify-uidai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidai-verify.gov.in,uidai-verify.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-uidai.gov.in,portal-uidai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidai-portal.gov.in,uidai-portal.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-uidai.gov.in,auth-uidai.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
uidai-auth.gov.in,uidai-auth.gov.in,uidai.gov.in,Unique Identification Authority of India (UIDAI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
login-vssc.gov.in,login-vssc.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
vssc-login.gov.in,vssc-login.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
secure-vssc.gov.in,secure-vssc.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
vssc-secure.gov.in,vssc-secure.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
verify-vssc.gov.in,verify-vssc.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
vssc-verify.gov.in,vssc-verify.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
portal-vssc.gov.in,portal-vssc.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
vssc-portal.gov.in,vssc-portal.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
auth-vssc.gov.in,auth-vssc.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
vssc-auth.gov.in,vssc-auth.gov.in,vssc.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://dpd.parlomavi.cfd/com,dpd.parlomavi.cfd,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://dpd.darnokavi.cfd/com,dpd.darnokavi.cfd,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://epitonic.cfd/Paidy.html,epitonic.cfd,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visacru.gu.cc/home.html,visacru.gu.cc,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visacrm.gu.cc/home.html,visacrm.gu.cc,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visacrn.gu.cc/home.html,visacrn.gu.cc,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visacro.gu.cc/home.html,visacro.gu.cc,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://suivi-verification.site/login,suivi-verification.site,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://suivi-verification.site/,suivi-verification.site,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://logih2fFn.sbisec​.coihcV.jp/login/,logih2ffn.sbisec​.coihcv.jp,corp.onlinesbi.sbi,State Bank of India (SBI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://bradesco.vincular.chat/login.php?hash=93092990769eb58da2b84e9.09690147,bradesco.vincular.chat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://videoprimemusique.com/,videoprimemusique.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://videoprimemusique.com/signin,videoprimemusique.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://videoprimemusique.com/annuler-commande?token=kPanzW2aPAoTkFH3UWfb52uCgJO7jvb1VCe2V2Jl,videoprimemusique.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://videoprimemusique.com/annuler?token=kPanzW2aPAoTkFH3UWfb52uCgJO7jvb1VCe2V2Jl,videoprimemusique.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vimaoy.sbs/home.html,vimaoy.sbs,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://bradesco.netempresasac.site/,bradesco.netempresasac.site,sac.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://www.zh-vip-fengniao.com/?Control=VD3hX60QsjhwsyMDIwi00VLY,zh-vip-fengniao.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
http://net.sacsuportebia.online,net.sacsuportebia.online,sac.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://maxisuik.vip,maxisuik.vip,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://trustwalletapp.vip/,trustwalletapp.vip,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://deci.solaferge.fr/frans/trcx/index_4.html,deci.solaferge.fr,eci.gov.in,Election Commision of India (ECI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://mrelay.package-suivi.com/as.php,mrelay.package-suivi.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://apikey.visitmy.app/MAYANEW/maya/maya/login/,apikey.visitmy.app,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://v1x4f8.lat/3ppgstdd/W33eUD/HHujqQ,v1x4f8.lat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://www.trustcardsapp.vip/,trustcardsapp.vip,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vinted.xsk123.com/receive/0229406,vinted.xsk123.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://ppot.dudi-lavi.co.il/wp-includes/auth/hiw/show/login/co/il/,ppot.dudi-lavi.co.il,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://poloniexhub.vip/,poloniexhub.vip,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://pay.vipnovofeirao.com/2wq7Gr4Vra83BAN,pay.vipnovofeirao.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://czek.transparency-violations-compl.click/contact/page-comunity,czek.transparency-violations-compl.click,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://nicegreekvilla.com/dfe,nicegreekvilla.com,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://go2win.play-vip-game.com/,go2win.play-vip-game.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://managewebappaiopsyuhiolsdfhgsdsedg.vietnam1.biz.id/?yyy,managewebappaiopsyuhiolsdfhgsdsedg.vietnam1.biz.id,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://www.suivi-instruction-2026.com/,suivi-instruction-2026.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://videreglobal.com/docomo/,videreglobal.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://cr-nicos.com:443/sp_index.php,cr-nicos.com:443,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://renouvellement-devotrecarte-vitale.com/,renouvellement-devotrecarte-vitale.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://www.stelepraxis.cfd/gatway/check.php?r=,stelepraxis.cfd,axis.bank.in,Axis Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://webappsecureaccontswdtifdhger.nicguymosadpcu.biz.id/?yyy,webappsecureaccontswdtifdhger.nicguymosadpcu.biz.id,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vinted.029140.com/receive/14375643?mail=W1BPTFlBXQ==&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUIxBQAwKUIxMwZ4VSOioUyuVR1unJkypvVfVzAbLKEsnJDvBv00BQH5BGt0AGD4YPWmMKW2nJAyVwbvqzyhqTIxVvjvqUyjMFV6VaOioUyuK21unJkypvW9,vinted.029140.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vinted.029140.com/receive/14375643?mail=W1BPTFlBXQ%3D%3D&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUIxBQAwKUIxMwZ4VSOioUyuVR1unJkypvVfVzAbLKEsnJDvBv00BQH5BGt0AGD4YPWmMKW2nJAyVwbvqzyhqTIxVvjvqUyjMFV6VaOioUyuK21unJkypvW9,vinted.029140.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vladsilagy.com/SRlMCMJlj,vladsilagy.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://www.vibimed.com/,vibimed.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
http://vinted.pl-oferta2598700.sbs,vinted.pl-oferta2598700.sbs,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
http://vinted.pl-oferta6906934.sbs,vinted.pl-oferta6906934.sbs,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visionmediacom.com/,visionmediacom.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://oemihhgavtsddphiwlsqxqgk.com∕oemihhgavtsddphiwlsqxqgk∕oemihhgavtsddphiwlsqxqgk∕oemihhgavtsddphiwlsqxqgk@blanket-g2v1-oanq.kdug178k.workers.dev/,oemihhgavtsddphiwlsqxqgk.com∕oemihhgavtsddphiwlsqxqgk∕oemihhgavtsddphiwlsqxqgk∕oemihhgavtsddphiwlsqxqgk@blanket-g2v1-oanq.kdug178k.workers.dev,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,UnicodeError,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://visaprocessings.com/,visaprocessings.com,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vibe.urbanpulse.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vibe.urbanpulse.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vibe.quantumwave.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vibe.quantumwave.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://axis.agilelid.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,axis.agilelid.lat,axis.bank.in,Axis Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vibe.agilelid.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vibe.agilelid.lat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://axis.darkstonebase.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,axis.darkstonebase.lat,axis.bank.in,Axis Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://sonic.urbanlogicgrid.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,sonic.urbanlogicgrid.lat,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://axis.silvermoonlight.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,axis.silvermoonlight.lat,axis.bank.in,Axis Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vibe.silvermoonlight.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vibe.silvermoonlight.lat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://0rgan3-port.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,0rgan3-port.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://sub-c0ve.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,sub-c0ve.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://36qgwr.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,36qgwr.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://motifroy.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,motifroy.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://p1a5m2-cast.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,p1a5m2-cast.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://broad-royal.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,broad-royal.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://buildsprout.gabard-viewed.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,buildsprout.gabard-viewed.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://v1ta-plate.chi8nondanyl.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,v1ta-plate.chi8nondanyl.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vlkr.faint-gather.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vlkr.faint-gather.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://sonic.longwave5hot.surf/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,sonic.longwave5hot.surf,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vlog.clearviewcloud.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vlog.clearviewcloud.lat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vlog.physiolpo1icy.lat/9fd51fb7-b3ad-4c8f-bf05-b5423d14e06c/user_6747.google,vlog.physiolpo1icy.lat,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://remote-v1.bnaumann87.work/verify-token-7a1f/runtime.validator,remote-v1.bnaumann87.work,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://site-view3.sarahkapsreit.work/verify-token-7a1f/runtime.validator,site-view3.sarahkapsreit.work,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://api-v12.foersteron.work/verify-token-7a1f/runtime.validator,api-v12.foersteron.work,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://view3logicway.karo3view.surf/software-distribution-dxnp2c7/meta-verify.index,view3logicway.karo3view.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://view2siteview.nexo7peak.surf/software-distribution-dxnp2c7/meta-verify.index,view2siteview.nexo7peak.surf,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://view8logicnet.lookin8back.bet/software-distribution-dxnp2c7/meta-verify.index,view8logicnet.lookin8back.bet,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://view4pathgate.vectorpathsys.bet/software-distribution-dxnp2c7/meta-verify.index,view4pathgate.vectorpathsys.bet,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://axis4logicnet.torquegridunit.bet/software-distribution-dxnp2c7/meta-verify.index,axis4logicnet.torquegridunit.bet,axis.bank.in,Axis Bank,Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://view8siteview.flo3xaren.bet/software-distribution-dxnp2c7/meta-verify.index,view8siteview.flo3xaren.bet,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
https://vine-lab.flo5renth.garden/cdk-msdn-3457325-null/load-file0dsdf567.chk,vine-lab.flo5renth.garden,myvi.in,Vodafone Idea (VI),Unlabeled,main_detector_targets,0,error,0,0,,0,0,gaierror,dns_failed_skipped,DNS failed before feature extraction; excluded from ML input
