lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,dns_check_pass,dns_resolves_to_ip,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash_matches_known_phish,high_lexical_similarity,page_fetch_success,no_login_form,no_brand_visual_claim,brand_token_or_logo_present,visual_brand_domain_mismatch,same_html_hash_domain_count_7d,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,extraction_status,dns_status,rdap_status,whois_status,http_status,tls_status,page_status,label
0.5,3,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,error,empty,0
0.580645,3,0.580645,0,0,1,0,1,1,0,0,6,-1,1855,336,8,-1,1,1,1,11,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.48,1,0.48,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,23,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.421053,2,0.421053,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,invalid,empty,0
0.518519,1,0.518519,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,24,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_503,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,7699,336,6,-1,0,1,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,partial,success,success,skipped,success,invalid,success,0
0.521739,2,0.521739,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.521739,2,0.521739,0,0,1,0,1,1,0,0,8,-1,294,71,8,-1,0,1,1,25,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.413793,2,0.413793,0,0,1,0,1,1,0,0,6,-1,391,339,6,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,13,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.428571,2,0.428571,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,error,empty,0
0.615385,3,0.615385,0,0,1,0,1,1,0,0,6,-1,391,339,6,-1,1,1,1,13,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,421,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.545455,4,0.545455,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,6,0,1,1,30,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,161,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.6,1,0.6,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,http_403,invalid,success,0
0.571429,2,0.571429,0,0,1,0,1,1,0,0,6,-1,26,339,8,-1,1,1,1,19,-1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.461538,2,0.461538,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,25,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.592593,3,0.592593,0,0,1,0,1,1,0,0,6,-1,393,337,4,-1,1,1,1,28,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,421,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.514286,2,0.514286,0,0,1,0,1,1,0,0,8,-1,2199,357,6,-1,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.3,2,0.3,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,invalid,success,0
0.421053,2,0.421053,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,26,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,success,success,success,0
0.4,2,0.4,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,33,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.344828,3,0.344828,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_403,invalid,success,0
0.625,2,0.625,0,0,1,0,1,1,0,0,8,-1,26,339,6,-1,1,1,1,26,-1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.5625,2,0.5625,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,421,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,error,success,success,success,0
0.64,1,0.64,0,0,1,0,1,1,0,0,6,-1,756,339,4,-1,1,1,1,10,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,201,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.392157,3,0.392157,0,0,1,0,1,1,0,0,8,-1,25,340,6,-1,0,1,1,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.545455,2,0.545455,0,0,1,0,1,1,0,0,8,-1,26,339,6,-1,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_520,success,success,0
0.6,5,0.6,0,0,1,0,1,1,0,0,6,-1,394,336,4,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,78,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.636364,2,0.636364,0,0,1,0,1,1,0,0,6,-1,27,338,6,6,0,1,1,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,success,empty,0
0.421053,4,0.526316,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,45,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,28,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,1854,337,4,-1,1,1,1,28,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,421,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.380952,4,0.380952,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,120,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,rate_limited,success,success,success,success,0
0.555556,2,0.555556,0,0,1,0,1,1,0,0,8,-1,26,339,6,-1,1,1,1,25,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.315789,2,0.315789,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_530,invalid,success,0
0.608696,2,0.608696,0,0,1,0,1,1,0,0,8,-1,2583,339,6,-1,0,1,1,41,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.514286,2,0.514286,0,0,1,0,1,1,0,0,8,-1,26,339,6,-1,1,1,1,26,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,25,340,6,-1,0,1,1,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.47619,2,0.47619,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,6,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_404,invalid,success,0
0.536585,2,0.536585,0,0,1,0,1,1,0,0,6,-1,759,336,6,-1,1,1,1,45,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,success,empty,0
0.551724,3,0.551724,0,0,1,0,1,1,0,0,6,-1,3301,717,6,-1,1,1,1,25,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,46,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,82,283,8,-1,1,0,0,-1,-1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.413793,2,0.413793,0,0,1,0,1,1,0,0,6,-1,30,335,4,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,30,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.571429,2,0.571429,0,0,1,0,1,1,0,0,6,-1,26,339,6,-1,0,1,1,26,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,33,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.421053,3,0.421053,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,error,empty,0
0.470588,3,0.470588,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,19,-1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.533333,3,0.533333,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,error,success,empty,0
0.75,2,0.75,0,0,1,0,1,1,0,0,6,-1,26,339,6,-1,1,0,0,-1,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,partial,success,success,skipped,success,error,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,26,339,4,-1,1,0,0,-1,-1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,47,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.4,3,0.4,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,invalid,empty,0
0.470588,2,0.470588,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,26,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.555556,3,0.555556,0,0,1,0,1,1,0,0,6,-1,2583,339,8,6,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,40,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,error,invalid,empty,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,24,-1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,5508,336,6,-1,1,1,1,23,-1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,password input plus brand token/logo evidence,complete,success,success,skipped,success,success,success,1
0.64,3,0.64,0,0,1,0,1,1,0,0,6,-1,5508,336,6,-1,1,1,1,22,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.444444,4,0.444444,0,0,1,0,1,1,0,0,6,-1,27,704,6,-1,0,1,1,7,-1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.571429,3,0.571429,0,0,1,0,1,1,0,0,6,-1,4773,340,4,-1,1,1,1,25,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,327,403,4,-1,1,0,0,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,47,0,0,0,0,0,suspected_unconfirmed,high lexical similarity but insufficient phishing evidence,partial,success,success,skipped,success,error,success,0
0.705882,2,0.705882,0,0,1,0,1,1,0,0,6,-1,26,339,6,6,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.580645,2,0.580645,0,0,1,0,1,1,0,0,6,-1,3316,702,6,6,1,1,1,59,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,46,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_404,success,success,0
0.571429,2,0.571429,0,0,1,0,1,1,0,0,4,-1,26,339,6,-1,0,1,1,26,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.470588,2,0.588235,0,0,1,0,1,1,0,0,6,-1,26,339,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,error,empty,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,25,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.666667,2,0.666667,0,0,1,0,1,1,0,0,6,-1,760,1066,8,-1,1,0,0,-1,-1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,2220,336,8,-1,1,1,1,352,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.47619,1,0.47619,0,0,1,0,1,1,0,0,6,-1,393,337,4,-1,1,1,1,28,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.592593,1,0.592593,0,0,1,0,1,1,0,0,6,-1,3681,336,8,-1,1,1,1,319,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.636364,2,0.636364,0,0,1,0,1,1,0,0,6,-1,4482,266,8,-1,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,error,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,4,-1,40,325,8,-1,0,1,1,26,-1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.333333,3,0.333333,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,0,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,106,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,http_403,invalid,success,0
0.315789,2,0.315789,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,23,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,22,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.545455,3,0.545455,0,0,1,0,1,1,0,0,4,-1,1852,339,4,-1,0,1,1,6,-1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,201,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,http_403,success,success,0
0.48,3,0.48,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,32,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,8,-1,30,335,6,-1,1,1,1,30,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.727273,1,0.727273,0,0,1,0,1,1,0,0,6,-1,3316,336,6,-1,1,1,1,323,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.6,2,0.6,0,0,1,0,1,1,0,0,4,-1,26,339,6,6,0,1,1,24,-1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,287,78,6,8,1,1,1,287,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2223,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,complete,success,success,skipped,success,success,success,0
0.545455,2,0.545455,0,0,1,0,1,1,0,0,6,-1,8795,336,6,-1,0,1,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,invalid,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,41,324,6,-1,1,1,1,23,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.625,2,0.625,0,0,1,0,1,1,0,0,6,-1,26,339,4,6,0,1,1,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,error,success,empty,0
0.5,2,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,33,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,8,-1,25,340,4,8,0,1,1,25,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,success,skipped,success,success,empty,0
0.470588,2,0.470588,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,8,1,1,1,33,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
0.5,2,0.5,0,0,1,0,1,1,0,0,6,-1,759,336,8,-1,1,1,1,300,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2223,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.5,3,0.5,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,4,0,1,1,26,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,error,success,success,success,success,0
0.85,0,0.85,0,0,0,0,1,1,0,0,6,-1,5143,335,6,6,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,phishing,visual brand match on unauthorized domain,complete,success,success,skipped,success,success,success,1
0.4,2,0.4,0,0,1,0,1,1,0,0,6,-1,27,338,6,6,0,1,1,27,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.588235,3,0.588235,0,0,1,0,1,1,0,0,6,-1,26,339,6,6,1,1,1,26,-1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,complete,success,success,skipped,success,success,success,0
0.444444,3,0.444444,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,5,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,partial,success,unavailable,success,success,success,success,0
